Column1,Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
2076,2077,,20,3,80,8000,1,0,3,3,0,4,0,12,2,2,0,2,5,6,1959,1959,1,0,3,13,1,0,3,4,2,3,3,3,1,476,4,488,292,1256,0,2,1,0,1256,0,0,1256,1,0,1,1,3,1,2,6,6,0,2,1,1959,1,1,311,3,4,2,0,240,0,0,0,0,0,2,2,0,5,2008,8,4
2077,2078,,20,3,80,8000,1,0,3,3,0,4,0,12,2,2,0,2,5,5,1962,1962,1,0,3,8,1,0,3,4,1,3,3,3,1,520,4,319,188,1027,0,4,1,3,1027,0,0,1027,0,1,1,0,3,1,3,6,6,0,2,1,1962,2,1,299,3,4,2,0,0,0,0,0,0,0,2,2,0,11,2008,8,4
2078,2079,,50,3,60,8064,1,0,3,3,0,4,0,12,0,2,0,0,6,6,1948,1950,1,0,11,13,1,0,3,4,1,3,3,3,0,315,5,0,453,768,0,0,1,3,819,501,0,1320,0,0,2,0,3,1,3,5,6,0,2,5,1994,2,2,576,3,4,2,108,0,0,0,0,0,0,1,2,0,9,2008,8,4
2079,2080,,45,3,64,6390,1,0,3,3,0,0,0,12,1,2,0,1,6,7,1954,1954,1,0,7,8,1,0,3,4,1,3,3,3,5,0,5,0,936,936,0,4,1,0,984,0,0,984,1,0,1,0,2,1,3,4,6,0,2,5,1954,2,1,280,3,4,2,0,0,0,0,0,0,0,1,2,0,6,2008,8,4
2080,2081,,50,3,60,7200,1,0,3,3,0,4,0,12,2,2,0,0,6,5,1954,1954,1,0,7,8,1,0,3,4,1,3,3,3,4,673,5,0,181,854,0,1,1,0,854,424,0,1278,0,0,1,0,4,1,3,6,6,0,2,1,1954,2,1,240,3,4,2,0,0,0,0,0,0,0,3,2,0,4,2008,8,4
2081,2082,,90,3,113,8513,1,0,3,3,0,0,0,12,0,2,2,2,5,5,1961,1961,1,0,3,13,1,0,3,4,1,3,3,0,5,0,5,0,1800,1800,0,4,0,3,1800,0,0,1800,0,0,2,0,6,2,3,10,6,0,2,1,1977.721217,2,0,0,3,4,0,0,0,0,0,0,0,0,2,2,0,11,2008,8,0
2082,2083,,50,3,60,7200,1,0,3,3,0,4,0,12,2,2,0,0,5,6,1955,1967,1,0,7,8,1,0,3,2,1,3,3,2,2,370,5,0,398,768,0,2,1,3,1024,564,0,1588,0,0,1,1,3,1,3,6,6,0,2,5,1955,2,2,480,3,4,2,0,0,0,0,0,0,0,2,2,0,3,2008,8,4
2083,2084,,20,3,60,7200,1,0,3,3,0,4,0,12,2,2,0,2,5,7,1954,1954,1,0,7,8,1,0,3,4,1,3,3,3,5,0,5,0,825,825,0,4,1,0,825,0,0,825,0,1,1,0,2,1,3,4,6,0,2,1,1954,2,1,350,3,4,2,0,0,0,0,0,0,0,2,2,0,7,2008,8,4
2084,2085,,20,3,69,7590,1,0,3,3,0,4,0,12,4,2,0,2,5,5,1963,1963,1,0,11,13,1,0,3,4,1,3,3,3,5,0,5,0,1117,1117,0,0,1,3,1117,0,0,1117,0,0,1,0,3,1,3,6,6,0,2,1,1963,2,1,264,3,4,2,0,0,0,0,0,0,0,2,2,0,5,2008,0,4
2085,2086,,20,4,56,9836,1,0,3,0,0,4,0,17,0,2,0,2,6,5,2008,2008,1,0,10,12,1,0,3,4,2,3,3,3,2,96,5,0,96,192,0,2,0,3,1133,0,0,1133,1,0,1,0,3,1,3,7,6,0,2,5,2008,2,1,308,3,4,2,0,175,0,0,0,0,0,2,2,0,12,2008,8,0
2086,2087,,50,4,57,9184,1,0,3,3,0,4,0,17,0,2,0,0,5,7,1948,2005,1,0,12,14,1,0,3,4,0,3,3,3,5,0,5,0,780,780,0,0,1,3,948,375,0,1323,0,0,1,0,3,1,3,6,6,0,2,5,1948,2,2,400,3,4,2,0,0,0,0,0,0,0,2,2,0,7,2008,8,4
2087,2088,,70,4,80,4800,1,0,3,3,0,4,0,17,2,2,0,4,5,5,1910,2003,1,0,0,0,1,0,3,4,0,3,0,3,5,0,5,0,680,680,0,1,0,3,680,680,0,1360,0,0,1,0,2,1,3,6,6,0,2,1,1910,2,1,330,0,4,2,192,50,0,0,0,0,0,2,2,0,1,2008,8,4
2088,2089,,30,4,60,4800,1,0,3,3,0,0,0,17,2,2,0,2,5,4,1940,1950,1,0,7,8,1,0,3,4,1,1,3,3,5,0,5,0,672,672,0,4,1,3,672,0,0,672,0,0,1,0,2,1,3,4,6,0,2,5,1950,2,1,256,3,4,2,0,0,0,0,0,0,0,2,2,0,8,2008,8,4
2089,2090,,75,4,60,6000,1,0,3,3,0,4,0,17,2,2,0,3,6,7,1915,2005,1,0,11,13,1,0,2,4,0,3,3,3,5,0,5,0,728,728,0,2,1,3,728,728,0,1456,0,0,1,1,4,1,2,7,6,0,2,5,1915,2,1,308,0,1,0,0,0,248,0,0,0,0,2,2,0,6,2008,8,4
2090,2091,,190,4,63,11426,1,0,3,3,0,4,0,17,2,2,1,0,4,6,1910,1996,1,0,11,13,1,0,3,4,4,3,3,3,5,0,5,0,828,828,0,2,1,0,828,658,108,1594,0,0,2,0,3,2,3,9,6,0,2,1,1977.721217,2,0,0,3,4,0,0,172,109,0,0,0,0,2,2,0,6,2008,8,4
2091,2092,,50,4,63,7628,1,0,3,3,0,4,0,17,2,2,0,0,4,6,1940,1985,1,0,7,8,1,0,3,2,0,3,3,3,5,0,5,0,801,801,0,2,1,0,1095,561,0,1656,0,0,2,0,2,1,3,8,4,0,2,5,1958,2,2,440,3,4,2,187,0,0,0,0,0,0,2,2,0,5,2008,8,4
2092,2093,,50,4,81,7308,1,0,3,3,0,0,0,17,0,2,0,0,5,5,1920,1950,1,0,12,14,1,0,1,1,0,3,3,3,4,360,5,0,576,936,0,2,0,0,960,780,0,1740,0,0,1,0,2,1,0,6,6,1,2,5,1920,2,1,225,0,1,0,0,0,236,0,0,0,0,2,2,0,6,2008,8,4
2093,2094,,30,4,60,5400,1,0,3,3,0,4,0,17,2,2,0,2,7,6,1920,2006,1,0,9,11,1,0,2,4,1,3,3,3,5,0,5,0,931,931,0,4,1,3,1027,0,0,1027,0,1,1,0,2,1,2,5,6,1,4,1,1977.721217,2,0,0,3,4,0,0,28,0,0,0,0,0,2,2,0,2,2008,8,4
2094,2095,,190,4,60,10800,1,0,3,3,0,4,0,17,2,2,1,0,6,6,1940,1950,1,0,11,13,1,0,3,4,1,3,3,3,1,590,5,0,294,884,0,4,1,3,884,552,0,1436,0,0,2,0,3,2,3,8,6,2,2,5,1940,2,2,828,3,4,2,0,0,126,0,0,0,0,2,2,0,5,2008,2,4
2095,2096,,30,4,60,6756,1,0,3,3,0,4,0,17,2,2,0,2,5,6,1910,1950,4,0,7,8,1,0,3,4,0,3,1,3,5,0,5,0,481,481,0,4,0,0,899,0,0,899,0,0,1,0,2,1,3,5,6,0,2,5,1930,2,1,200,0,4,1,0,0,96,0,0,0,0,2,2,0,9,2008,8,4
2096,2097,,50,4,44,5914,1,0,3,3,0,4,0,17,2,2,0,0,5,9,1890,1996,1,0,11,6,1,0,3,4,0,1,3,3,5,0,5,0,684,684,0,2,1,3,684,396,0,1080,0,0,1,0,3,1,2,5,6,0,2,1,1977.721217,2,0,0,3,4,0,0,165,30,0,0,0,0,2,2,0,9,2008,8,4
2097,2098,,50,4,75,9000,1,0,3,3,0,0,0,17,2,2,0,0,5,6,1946,1950,1,0,7,8,1,0,3,4,1,3,3,3,4,445,5,0,459,904,0,0,1,0,904,595,0,1499,0,0,1,0,3,1,3,5,6,1,3,5,1959,2,3,869,3,2,2,0,20,0,0,0,0,0,2,2,0,6,2008,8,4
2098,2099,,20,4,62,7311,1,0,3,3,0,0,0,17,2,2,0,2,2,5,1946,1950,1,0,10,12,1,0,3,2,0,3,3,3,5,0,5,0,407,407,0,4,0,0,407,0,0,407,0,0,1,0,1,1,3,3,6,0,2,5,1949,2,1,297,0,4,2,76,0,120,0,0,0,0,2,2,0,3,2008,8,0
2099,2100,,20,4,103,12205,1,0,3,3,0,4,0,17,2,2,0,2,3,1,1949,1992,1,0,7,8,1,0,3,4,0,1,0,3,5,0,5,0,448,448,0,2,1,3,1588,0,0,1588,0,0,2,0,5,1,3,6,1,0,2,1,1977.721217,2,0,0,3,4,0,0,0,0,0,0,0,0,2,2,0,12,2008,8,0
2100,2101,,190,4,69,9142,1,0,3,3,0,4,0,17,2,2,1,4,5,5,1900,2006,1,0,7,8,1,0,3,1,0,1,3,3,5,0,5,0,797,797,0,4,0,0,830,797,0,1627,0,0,2,0,4,2,3,10,6,0,2,5,1950,2,2,420,0,3,0,192,0,60,0,0,0,0,2,2,0,2,2008,8,4
2101,2102,,75,4,53,5350,1,0,3,3,0,0,0,17,0,2,0,4,7,8,1920,1965,1,0,11,14,1,0,3,4,0,3,3,3,1,116,5,0,508,624,0,0,1,3,730,720,0,1450,0,0,1,0,3,1,3,7,6,0,2,5,1935,2,1,288,3,4,2,0,192,0,0,0,0,0,2,2,0,3,2008,8,4
2102,2103,,50,4,69,9143,1,0,3,3,0,0,0,17,2,2,0,0,5,7,1900,2003,1,0,10,12,1,0,3,4,1,3,3,3,5,0,5,0,346,346,0,0,1,3,709,308,0,1017,0,0,1,0,2,1,3,5,6,0,2,5,1961,2,1,308,3,4,0,0,0,139,0,0,0,0,2,2,0,5,2008,8,4
2103,2104,,190,4,60,9600,1,0,3,3,0,4,0,17,2,2,1,4,5,5,1920,1960,1,0,0,0,1,0,3,4,0,3,3,3,4,234,5,0,739,973,0,4,1,2,1377,973,0,2350,0,0,2,0,4,2,3,10,6,0,2,0,1930,2,2,393,3,4,2,0,0,219,0,0,0,0,2,2,0,4,2008,8,4
2104,2105,,70,4,60,6000,1,0,3,3,0,0,0,17,2,2,0,4,5,9,1905,2005,1,0,7,8,1,0,2,4,0,1,3,3,5,0,5,0,572,572,0,0,1,3,884,656,0,1540,0,0,1,1,3,1,2,7,6,0,2,1,1977.721217,2,0,0,3,4,0,240,77,0,0,0,0,0,2,2,0,2,2008,8,4
2105,2106,,70,4,60,11340,1,0,3,3,0,4,0,17,2,2,0,4,2,1,1920,1950,1,0,0,0,1,0,1,1,0,1,0,3,5,0,5,0,723,723,0,4,0,3,723,363,0,1086,0,0,1,0,2,1,3,5,0,0,2,5,1920,2,2,400,0,3,0,0,24,144,0,0,0,0,2,2,0,11,2008,3,4
2106,2107,,70,4,60,10800,1,0,3,3,0,4,0,17,2,2,0,4,7,7,1890,1999,1,0,11,14,1,0,3,4,0,3,3,2,5,0,5,0,1313,1313,1,2,1,3,1313,1182,0,2495,0,0,2,0,5,1,3,10,6,1,2,5,1950,2,2,342,3,1,2,0,299,0,0,0,0,0,2,2,0,12,2008,8,4
2107,2108,,20,4,65,9750,1,0,3,3,0,4,0,17,2,2,0,2,5,6,1959,1959,1,0,7,8,1,164,3,4,1,3,3,3,4,200,5,0,784,984,0,2,1,3,984,0,0,984,1,0,1,0,2,1,1,5,6,0,2,5,1959,2,1,308,3,4,0,0,0,0,0,0,0,0,2,2,0,6,2008,8,4
2108,2109,,20,4,52,8516,1,0,3,3,0,4,0,17,2,2,0,2,4,6,1958,2006,1,0,7,8,1,0,3,4,1,3,3,3,5,0,5,0,869,869,0,4,1,3,1093,0,0,1093,0,0,1,0,2,1,3,5,6,0,2,5,1959,2,1,308,3,4,2,0,0,0,0,0,0,0,2,2,0,5,2008,8,4
2109,2110,,30,3,55,7111,1,0,0,0,0,4,0,3,2,2,0,2,5,7,1928,1983,1,0,12,14,1,0,2,2,0,3,3,3,3,406,1,273,329,1008,0,4,1,3,1143,0,0,1143,0,0,1,0,2,1,3,5,6,1,3,5,1992,2,1,288,3,4,2,265,0,0,0,0,0,0,0,2,0,7,2008,8,4
2110,2111,,50,4,68.58035714,7425,1,0,0,0,0,0,0,3,6,0,0,0,7,7,1945,1950,1,0,11,13,1,0,3,4,1,3,0,3,5,0,5,0,672,672,0,2,1,3,1195,473,0,1668,0,0,1,1,3,1,2,8,6,0,2,1,1945,2,1,252,3,4,2,210,0,0,0,0,0,0,2,2,0,8,2008,8,0
2111,2112,,50,3,68.58035714,7010,1,0,3,3,0,4,0,3,2,2,0,0,5,5,1935,1950,1,0,11,13,1,0,3,4,0,3,3,3,4,175,5,0,849,1024,0,4,1,3,1144,594,0,1738,0,0,2,0,3,1,3,6,6,1,2,5,1950,2,1,240,3,4,1,0,30,0,0,0,0,0,2,2,0,7,2008,8,4
2112,2113,,50,4,50,5000,1,0,3,3,0,4,0,3,1,2,0,0,5,7,1941,2006,1,0,11,13,1,0,3,2,1,3,3,3,0,600,5,0,72,672,0,0,1,3,832,378,0,1210,0,0,1,0,3,1,2,6,6,0,2,5,1941,2,1,240,3,4,1,0,0,0,0,0,0,0,2,2,0,5,2008,8,4
2113,2114,,70,4,59,5870,1,0,3,3,0,0,0,3,1,1,0,4,6,9,1900,2000,1,0,6,6,1,0,3,2,0,3,3,3,5,0,5,0,554,554,0,0,1,3,736,554,0,1290,0,0,1,1,3,1,3,6,6,0,2,5,1926,2,1,200,0,4,2,38,112,0,0,0,0,0,2,2,400,4,2008,8,4
2114,2115,,50,4,50,6000,1,0,3,3,0,4,0,3,2,2,0,0,6,7,1940,1989,1,0,11,13,1,0,3,4,1,3,3,3,0,521,5,0,460,981,0,0,1,3,1014,658,0,1672,0,0,1,1,3,1,2,6,6,1,2,5,1940,2,1,240,3,4,2,0,11,0,0,0,0,0,0,2,0,7,2008,8,4
2115,2116,,30,4,50,6000,1,0,3,1,0,4,0,3,2,2,0,2,5,7,1924,2003,1,0,11,13,1,0,3,1,0,3,0,3,5,0,5,0,949,949,0,0,1,3,949,0,0,949,0,0,1,0,2,1,3,5,6,1,1,5,1924,2,2,370,3,4,2,0,0,48,0,0,0,0,2,2,0,7,2008,8,4
2116,2117,,50,4,50,6000,1,0,3,3,0,4,0,3,2,2,0,0,6,7,1937,2000,1,0,11,13,1,0,3,2,0,3,3,3,4,201,3,162,462,825,0,0,1,3,825,672,0,1497,0,0,2,0,3,1,3,5,6,0,2,5,2004,2,1,672,3,4,2,272,0,0,0,0,0,0,0,2,0,5,2008,8,4
2117,2118,,50,4,50,6000,1,0,3,3,0,4,0,3,2,2,0,0,6,5,1939,1950,1,0,11,13,1,0,3,4,1,3,3,3,3,264,5,0,475,739,0,0,1,3,874,468,0,1342,0,0,2,0,2,2,3,7,6,1,2,5,1939,2,1,240,3,4,2,0,0,0,0,0,0,0,2,2,0,4,2008,8,4
2118,2119,,45,4,50,5000,1,0,3,0,0,4,1,3,2,2,0,1,6,7,1926,1950,1,0,7,8,1,0,3,4,0,3,3,3,5,0,5,0,992,992,0,0,1,3,1013,0,0,1013,0,0,1,0,3,1,3,6,6,0,2,5,1926,2,1,160,0,4,2,0,0,101,0,0,0,0,2,2,0,4,2008,8,4
2119,2120,,50,4,60,5520,1,0,0,3,0,2,0,3,1,2,0,0,5,7,1920,1997,1,0,0,0,1,0,3,2,0,3,3,3,0,68,5,0,497,565,0,4,1,3,565,651,0,1216,1,0,1,0,3,1,3,6,6,1,2,3,1920,1,1,355,0,4,2,0,0,180,0,0,0,0,2,2,0,4,2008,8,4
2120,2121,,20,4,99,5940,1,0,0,3,0,3,0,3,1,2,0,2,4,7,1946,1950,1,0,7,4,1,0,3,4,2,3,3,3,2,439,5,53,554,1046,0,4,1,0,896,0,0,896,0,0,1,0,2,1,3,4,6,0,2,5,1946,2,1,280,3,4,2,0,0,0,0,0,0,0,2,2,0,4,2008,3,0
2121,2122,,50,4,52,6240,1,0,3,3,0,4,0,3,2,2,0,0,4,7,1929,1950,1,0,7,8,1,0,3,4,2,3,3,3,1,80,5,0,624,704,0,0,1,3,624,512,0,1136,0,1,1,0,2,1,3,6,6,0,2,5,1990,2,1,336,3,4,2,0,365,80,0,0,0,0,2,2,0,8,2008,8,4
2122,2123,,30,4,68.58035714,6120,1,0,3,3,0,4,0,3,2,2,0,2,5,6,1945,1995,1,0,8,9,1,0,3,2,1,3,3,3,2,0,5,0,0,0,0,2,0,3,808,0,0,808,0,0,1,0,1,1,3,6,3,0,2,1,1925,2,1,164,3,4,1,0,48,0,0,0,0,0,2,2,0,6,2008,8,4
2123,2124,,50,4,52,6240,1,0,3,3,0,4,0,3,2,2,0,0,7,5,1939,1950,1,0,11,13,1,0,3,4,0,3,3,2,4,300,3,240,449,989,0,4,1,3,1245,764,0,2009,0,0,2,0,4,1,3,7,3,1,2,5,1939,2,2,400,3,4,2,0,20,0,0,0,0,0,2,2,0,1,2008,8,4
2124,2125,,70,4,51,6120,1,0,3,3,0,4,0,17,0,2,0,4,5,5,1923,1950,2,0,11,13,1,0,3,4,0,3,3,3,3,203,5,0,897,1100,0,4,1,3,1226,676,0,1902,0,0,2,0,4,1,3,7,6,0,2,5,1960,2,2,576,3,4,2,0,139,55,0,0,0,0,2,2,0,10,2008,8,4
2125,2126,,50,3,60,9144,1,1,3,3,0,4,0,3,2,2,0,0,6,4,1915,2004,1,0,10,12,1,0,3,2,0,3,3,3,5,0,5,0,810,810,0,0,1,3,1170,546,0,1716,0,0,2,0,4,1,2,8,6,0,2,5,1970,2,2,672,3,4,2,0,195,0,0,0,0,0,2,2,0,3,2008,8,4
2126,2127,,60,4,57,8094,1,0,3,3,0,4,0,17,2,2,1,3,6,8,1910,1983,1,0,11,13,1,0,3,4,2,3,3,2,4,196,5,0,1046,1242,0,2,1,3,1242,742,0,1984,0,0,2,0,5,1,3,8,6,0,2,5,1977.721217,2,1,360,3,4,2,64,0,180,0,0,0,0,2,2,1000,9,2008,8,4
2127,2128,,50,4,63,4347,1,0,3,3,0,4,0,17,2,2,0,0,6,8,1910,1950,2,0,7,8,1,0,2,4,0,2,1,3,5,0,5,0,796,796,0,0,1,3,825,784,0,1609,0,0,1,0,3,1,3,7,6,0,2,5,1910,2,1,228,0,1,0,0,182,0,0,0,0,0,2,2,0,6,2008,8,4
2128,2129,,30,4,68.58035714,6291,0,0,0,3,0,4,0,9,7,2,0,2,6,6,1930,1950,1,0,9,14,1,0,2,2,0,3,3,3,5,0,5,0,768,768,0,4,1,3,768,0,0,768,0,0,1,0,1,1,3,4,6,0,2,5,1930,2,2,440,3,4,0,0,0,84,0,0,0,0,2,2,0,7,2008,8,4
2129,2130,,70,4,60,10266,1,0,3,3,0,4,0,9,2,2,0,4,6,6,1952,1952,1,0,7,8,1,0,3,4,1,3,3,3,4,372,5,0,396,768,0,4,1,0,768,768,0,1536,0,0,1,1,4,1,3,7,6,0,2,5,1952,2,1,308,3,4,2,0,216,80,0,0,0,0,2,2,0,5,2008,0,0
2130,2131,,50,4,60,6876,1,0,3,0,0,4,0,9,2,2,0,0,6,6,1938,1958,1,0,11,13,1,0,3,4,0,3,3,3,5,0,5,0,1272,1272,0,4,1,3,1272,0,697,1969,0,0,2,0,4,1,3,9,2,1,2,5,1938,2,2,400,3,4,2,0,34,0,0,0,0,0,2,2,0,11,2008,0,4
2131,2132,,50,4,68.58035714,10320,1,0,3,3,0,4,0,9,2,2,0,0,5,6,1915,1978,1,0,6,6,1,0,3,1,0,3,0,3,5,0,5,0,880,880,0,2,1,3,880,428,0,1308,0,0,2,0,2,1,3,6,6,0,2,5,1950,2,2,400,0,1,2,0,0,117,0,0,0,0,2,2,0,4,2008,8,4
2132,2133,,30,4,60,7200,1,0,3,3,0,0,0,9,2,2,0,2,6,7,1925,1992,1,0,10,12,1,0,3,4,1,3,3,3,5,0,5,0,1040,1040,0,2,1,3,1040,0,0,1040,0,0,1,0,2,1,3,5,6,0,2,5,1993,2,2,320,3,4,2,0,132,0,0,0,0,0,2,2,0,7,2008,8,4
2133,2134,,50,4,62,7006,1,0,3,3,0,4,0,9,2,2,0,0,6,6,1925,1950,1,0,9,11,1,0,3,4,2,3,3,3,4,121,5,0,647,768,0,4,1,3,788,448,0,1236,1,0,2,0,3,1,3,6,6,1,2,5,1985,2,1,384,3,4,2,0,0,0,0,0,0,0,2,2,0,8,2008,8,3
2134,2135,,30,4,60,10320,1,0,3,3,0,4,0,9,7,2,0,2,5,8,1912,1991,1,0,11,13,1,0,3,4,0,1,3,3,5,0,5,0,451,451,0,4,1,3,759,0,0,759,0,0,1,0,1,1,3,5,6,0,2,5,1997,2,2,576,3,4,0,40,0,0,0,0,0,0,2,2,0,8,2008,3,3
2135,2136,,190,4,60,10320,1,0,3,3,0,4,0,9,2,2,1,4,3,3,1915,1950,1,0,1,1,1,0,1,1,2,3,0,3,5,0,5,0,536,536,0,0,0,1,808,536,0,1344,0,0,2,0,3,2,3,8,6,0,2,1,1977.721217,2,0,0,3,4,0,42,0,204,0,0,0,0,2,2,0,5,2008,8,4
2136,2137,,20,3,82,9488,1,0,3,3,0,4,0,19,1,2,0,2,5,6,1947,1993,1,0,10,12,1,0,2,4,1,3,3,3,5,0,5,0,1046,1046,0,2,0,3,1054,0,0,1054,0,0,1,0,3,1,3,6,6,0,2,5,1947,2,1,240,3,4,2,0,60,122,0,0,0,0,2,2,0,9,2008,8,0
2137,2138,,85,3,68.58035714,11235,1,0,3,3,0,0,0,19,1,2,0,5,5,6,1963,1963,1,0,6,13,1,0,3,4,1,2,3,0,0,784,5,0,197,981,0,4,1,3,1075,0,0,1075,1,0,1,0,3,1,2,6,6,0,2,5,1996,2,2,440,3,4,2,64,0,0,0,64,0,0,2,2,0,5,2008,8,0
2138,2139,,80,3,80,13014,1,0,3,3,0,4,0,19,2,2,0,6,6,5,1978,1978,1,0,6,9,1,39,3,4,1,3,3,0,0,528,5,0,480,1008,0,4,1,3,1096,0,0,1096,1,0,1,0,3,1,3,6,6,1,1,1,1978,2,2,484,3,4,2,168,0,0,0,0,0,0,2,2,0,12,2008,8,4
2139,2140,,20,3,68,10265,1,0,0,3,0,4,0,19,2,2,0,2,5,7,1967,2005,1,0,6,6,1,0,3,1,1,3,3,3,0,758,5,0,234,992,0,0,1,3,992,0,0,992,1,0,1,0,3,1,2,6,6,0,2,1,1967,1,1,294,3,4,2,204,0,0,0,0,0,0,2,2,600,7,2008,8,4
2140,2141,,85,3,68.58035714,7703,1,0,0,3,0,1,0,19,2,2,0,5,6,8,1978,1978,1,0,6,6,0,40,3,4,1,2,3,1,0,450,5,0,0,450,0,0,1,3,1034,0,0,1034,0,1,1,0,3,1,3,6,6,1,3,2,1978,0,2,504,3,4,2,311,0,0,0,0,0,0,1,2,0,5,2008,8,4
2141,2142,,20,3,68.58035714,9981,1,0,0,3,0,0,0,19,2,2,0,2,5,5,1967,1967,1,0,7,8,1,340,3,4,1,3,3,2,1,221,5,0,852,1073,0,2,1,3,1073,0,0,1073,0,0,1,0,3,1,3,6,6,0,2,1,1967,1,1,270,3,4,2,0,90,0,0,0,0,0,2,2,0,3,2008,8,4
2142,2143,,85,3,68.58035714,7400,1,0,0,3,0,1,0,19,2,2,0,5,5,5,1984,1984,1,0,10,12,1,0,3,4,2,2,3,0,3,104,0,956,0,1060,0,4,1,3,1126,0,0,1126,1,0,1,0,2,1,3,5,6,0,2,1,1984,2,2,506,3,4,2,178,0,0,0,0,0,0,2,2,0,3,2008,8,4
2143,2144,,190,3,60,12900,1,0,3,3,0,4,0,19,1,2,1,2,5,4,1920,1950,1,0,3,11,1,0,3,4,2,3,0,3,1,1300,5,0,0,1300,0,1,1,3,1140,0,0,1140,1,0,1,0,3,1,3,6,6,0,2,4,1920,2,2,400,3,4,2,0,0,190,0,0,0,0,2,2,0,1,2008,8,2
2144,2145,,20,3,94,9239,1,0,3,3,0,4,0,19,1,2,0,2,5,8,1963,2003,1,0,10,12,1,0,3,2,1,3,3,3,2,634,5,0,326,960,0,0,1,3,960,0,0,960,1,0,1,0,3,1,2,6,6,0,2,1,1963,0,1,300,3,4,2,168,0,0,0,0,0,0,2,2,0,5,2008,8,4
2145,2146,,20,3,88,14175,1,0,3,3,0,4,0,19,3,2,0,2,6,8,1956,1956,1,0,6,6,1,0,3,4,1,3,1,1,2,776,5,0,212,988,0,4,1,0,1188,0,0,1188,1,0,1,0,1,1,3,4,6,1,4,1,1956,2,2,621,3,4,2,102,89,231,0,0,0,0,2,2,0,6,2008,8,4
2146,2147,,190,3,68.58035714,10532,1,0,3,3,0,0,0,4,2,2,0,2,5,3,1960,1960,0,1,8,9,2,275,3,4,1,3,3,2,4,988,5,0,0,988,0,2,1,3,1721,0,0,1721,1,0,2,0,3,1,3,7,4,2,4,2,1960,2,2,626,3,4,2,50,84,0,0,0,0,0,2,2,0,12,2008,8,0
2147,2148,,50,3,63,8375,1,0,3,3,0,0,0,19,2,2,0,0,5,7,1941,1973,1,0,11,13,1,0,3,4,0,3,3,3,0,336,5,0,240,576,0,2,1,3,864,486,0,1350,1,0,1,1,2,1,2,6,2,0,2,0,1973,2,3,627,3,4,0,0,0,0,0,0,0,0,2,2,0,6,2008,8,4
2148,2149,,80,3,68.58035714,10200,1,0,3,3,0,4,0,19,2,2,0,6,5,8,1970,1970,3,0,6,6,1,0,3,2,2,2,3,0,0,704,5,0,160,864,0,0,1,3,904,0,0,904,0,0,1,0,3,1,2,5,6,0,2,0,1979,2,3,912,3,4,2,143,0,0,0,0,0,0,2,2,0,6,2008,8,4
2149,2150,,20,3,82,20270,1,0,0,3,0,1,0,4,2,2,0,2,7,6,1979,1979,1,0,8,9,1,0,3,4,1,2,3,1,2,599,5,0,925,1524,0,4,1,3,1524,0,0,1524,1,0,2,0,3,1,3,7,6,2,2,1,1979,0,2,478,3,4,2,140,0,0,0,0,0,0,2,2,0,4,2008,8,4
2150,2151,,50,3,50,5190,1,0,3,3,0,4,0,7,2,2,0,0,7,5,1948,1950,1,0,3,9,1,0,3,4,1,3,3,3,5,0,5,0,570,570,0,4,1,3,617,462,0,1079,0,0,1,0,2,1,3,5,6,1,2,1,1948,2,1,249,3,4,2,135,0,0,0,0,0,0,2,2,0,1,2008,8,4
2151,2152,,30,3,85,19550,1,0,3,3,0,4,0,7,2,2,0,2,5,7,1940,2007,0,1,10,12,1,0,3,4,2,3,3,1,0,1035,5,0,545,1580,0,0,1,3,1518,0,0,1518,1,0,1,0,2,1,1,5,6,2,2,1,1977.721217,2,0,0,3,4,2,0,39,0,0,0,0,0,2,2,0,1,2008,8,4
2152,2153,,20,3,68,9571,1,0,3,3,0,4,0,7,2,2,0,2,5,6,1956,1956,3,0,11,13,1,0,3,4,1,3,3,0,4,870,5,0,639,1509,0,4,1,0,1509,0,0,1509,1,0,1,0,3,1,2,6,6,1,4,1,1956,2,1,322,3,4,2,158,0,0,0,576,0,0,2,2,0,7,2008,8,4
